player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Josh Cullen,Burnley,MID,5.0,27,4,5.4,2.0,1,1,422,2,7,1,0,0,0,0,0,3,140.6,87.2,21.0,24.9,3.0,1,0.6,5.4,284675,102688,9429,11757,0.0,0.0,0.0,0.0,0.08,0.56,0.64,9.03,5,7,27,20,54,11.52,,18,7,42,35,185,109,38,24,1.0,,,,,,0.02,0.0,0.12,0.14,1.93,1.49,252,153,116,42,36,11,127,44,1.07,0.43
Martín Zubimendi,Arsenal,MID,5.4,27,2,5.4,4.0,2,0,450,3,2,0,0,0,0,1,0,3,101.0,44.9,45.0,19.1,6.3,1,1.2,5.0,354172,169583,49115,20888,-0.1,0.1,0.0,0.0,0.26,0.12,0.38,3.3,5,6,9,19,34,6.8,,60,20,106,74,88,55,72,42,,,,,,,0.05,0.0,0.02,0.07,0.66,0.4,199,125,12,6,37,12,86,26,1.0,0.6
Virgil Virgil,Liverpool,DEF,6.1,26,4,5.2,29.8,0,0,450,2,5,0,0,0,0,0,0,4,166.6,22.4,29.0,21.8,5.8,0,1.0,4.3,1061128,563421,78035,55194,0.1,-0.1,0.0,0.0,0.18,0.1,0.28,3.95,5,2,58,11,60,12.0,,6,2,193,53,149,29,55,10,,,3.0,,,,0.04,0.0,0.02,0.06,0.79,1.0,83,2,25,7,46,23,9,2,1.0,0.4
Daniel Muñoz,Crystal Palace,DEF,5.6,26,2,5.2,13.5,0,1,450,3,2,0,0,0,0,2,0,1,81.8,65.5,72.0,21.8,5.2,0,0.9,4.6,945659,346411,15046,82728,0.1,-0.1,0.0,0.0,0.36,1.14,1.5,4.68,5,9,18,21,27,5.4,,98,45,70,16,46,4,54,9,,,,,,,0.07,0.0,0.23,0.3,0.94,0.4,126,12,38,16,44,22,29,9,1.0,0.6
Chris Richards,Crystal Palace,DEF,4.5,26,4,5.2,2.3,0,0,450,3,2,0,0,0,0,0,0,0,122.6,21.5,18.0,16.3,5.0,0,1.1,5.8,207770,97884,30612,20096,0.0,0.0,0.0,0.0,0.27,0.08,0.35,4.68,5,12,38,7,50,10.0,,33,12,196,55,206,52,102,33,,,,,,,0.05,0.0,0.02,0.07,0.94,0.4,425,93,41,17,40,19,119,47,1.0,0.6
Alex Iwobi,Fulham,MID,6.5,26,13,5.2,1.6,1,2,392,1,5,0,0,0,0,1,0,5,100.6,113.8,38.0,25.3,6.0,1,0.9,4.0,99744,91517,32325,5562,0.0,0.0,0.0,0.0,0.29,0.8,1.09,6.27,5,4,3,17,24,5.51,,61,21,18,15,117,72,36,23,,,,,,,0.07,0.0,0.18,0.25,1.44,1.15,51,34,17,8,47,15,145,52,1.15,0.23
Tijjani Reijnders,Man City,MID,5.6,26,9,5.2,31.3,1,2,450,2,5,0,0,0,0,1,0,2,106.2,102.2,75.0,28.4,4.7,1,0.8,4.6,2273199,1080225,215220,59590,0.1,-0.1,-0.1,0.1,0.67,0.36,1.03,6.44,5,4,10,18,32,6.4,,53,18,31,26,43,25,23,16,,,,,,,0.13,0.0,0.07,0.2,1.29,1.0,127,82,52,19,45,14,8,4,1.0,0.4
James Tarkowski,Everton,DEF,5.5,26,3,5.2,7.3,0,0,450,2,5,0,0,0,0,0,0,0,131.2,21.3,17.0,17.0,5.5,0,1.0,4.7,309930,256258,62613,21516,0.0,0.0,0.0,0.0,0.2,0.07,0.27,7.05,5,10,51,15,61,12.2,,24,8,201,58,212,56,91,27,,,,,,,0.04,0.0,0.01,0.05,1.41,1.0,130,14,30,11,42,21,54,20,1.0,0.4
Bruno B.Fernandes,Man Utd,MID,9.0,26,10,5.2,19.1,2,0,446,0,8,0,0,1,0,1,0,5,164.0,219.8,96.0,48.1,6.0,1,0.7,2.9,826408,1140260,144879,59026,0.0,0.0,0.0,0.0,2.73,0.99,3.72,7.11,5,12,9,33,54,10.9,,7,4,1,1,23,11,2,1,1.0,,1.0,,1.0,,0.55,0.0,0.2,0.75,1.43,1.61,6,4,20,10,48,16,21,7,1.01,0.0
David Raya,Arsenal,GKP,5.5,26,2,5.2,24.2,0,0,450,3,2,0,0,0,13,1,0,3,116.8,10.0,0.0,12.6,3.3,1,0.6,4.7,951963,492579,140744,49211,0.0,0.0,0.0,0.0,0.0,0.03,0.03,3.3,5,0,2,43,0,0.0,,40,6,287,5,714,85,151,4,,,,,,,0.0,2.6,0.01,0.01,0.66,0.4,139,4,98,10,43,4,15,2,1.0,0.6
Matty Cash,Aston Villa,DEF,4.6,25,10,5.0,5.1,1,0,433,2,4,0,0,0,0,2,0,2,121.8,72.6,20.0,21.6,5.0,1,1.1,5.4,494913,232233,22747,9284,0.1,-0.1,0.1,-0.1,0.06,0.53,0.59,7.54,5,10,19,11,29,6.03,,35,13,62,12,193,47,56,11,,,,,,,0.01,0.0,0.11,0.12,1.57,0.83,386,68,42,18,49,24,70,29,1.04,0.42
Wilson Isidor,Sunderland,FWD,5.5,25,9,5.0,1.6,3,0,235,1,3,0,0,0,0,0,0,6,107.4,2.3,118.0,22.7,6.3,1,1.1,4.5,195499,52152,53765,8176,0.0,0.0,0.0,0.0,1.01,0.0,1.01,3.26,2,4,2,4,10,3.83,,50,7,337,36,15,8,51,11,,,,,3.0,,0.39,0.0,0.0,0.39,1.25,1.15,154,36,13,3,53,6,147,22,0.77,0.38
Mohammed Kudus,Spurs,MID,6.6,25,7,5.0,31.8,0,4,439,3,3,0,0,0,0,1,0,1,106.8,178.9,77.0,36.2,4.0,1,0.6,3.8,1752305,999998,149271,65180,0.1,-0.1,0.0,0.0,0.64,1.02,1.66,6.0,5,10,0,19,29,5.95,,52,17,3,3,41,24,10,7,2.0,,,,,,0.13,0.0,0.21,0.34,1.23,0.62,50,33,77,29,57,20,7,3,1.03,0.62
Jordan Pickford,Everton,GKP,5.5,25,1,5.0,11.4,0,0,450,2,5,0,1,0,10,0,0,3,108.0,0.0,0.0,10.8,5.8,1,1.1,4.5,319798,335076,21456,27706,0.0,0.0,0.0,0.0,0.0,0.04,0.04,7.05,5,0,10,42,0,0.0,,49,7,717,85,712,83,172,7,,,,,,,0.0,2.0,0.01,0.01,1.41,1.0,134,2,24,3,52,5,38,6,1.0,0.4
Gabriel Gabriel,Arsenal,DEF,6.1,25,2,5.0,22.6,0,0,450,3,2,0,0,0,0,0,0,1,99.2,8.6,21.0,12.9,4.3,0,0.7,4.1,952445,518744,113541,42371,0.1,-0.1,0.0,0.0,0.26,0.04,0.3,3.3,5,5,30,11,35,7.0,,64,27,292,97,190,45,145,49,,,,,,,0.05,0.0,0.01,0.06,0.66,0.4,84,3,64,26,56,26,17,6,1.0,0.6
Cody Gakpo,Liverpool,MID,7.7,25,2,5.0,17.0,1,2,420,2,5,0,0,0,0,0,0,2,112.4,137.4,118.0,36.8,4.5,0,0.6,3.2,1795863,774912,35849,198878,0.2,-0.2,0.0,0.0,0.6,0.94,1.54,3.91,5,6,10,14,30,6.43,,44,15,11,10,16,7,8,6,,,,,2.0,,0.13,0.0,0.2,0.33,0.84,1.07,20,13,56,22,59,22,22,8,1.07,0.43
James Garner,Everton,MID,5.0,25,4,5.0,0.6,1,0,450,2,5,0,0,0,0,1,0,3,129.8,93.0,15.0,23.8,5.8,0,1.2,5.0,74669,23421,16539,3450,0.0,0.0,0.0,0.0,0.19,0.43,0.62,7.05,5,15,26,23,64,12.8,,26,11,36,30,218,124,46,31,3.0,,3.0,,,,0.04,0.0,0.09,0.13,1.41,1.0,269,164,23,11,51,18,224,77,1.0,0.4
Jack Grealish,Everton,MID,6.8,25,1,5.0,22.7,0,4,376,2,5,0,0,0,0,2,0,4,148.6,178.0,121.0,44.8,6.0,2,0.9,3.7,2576936,503620,151271,80617,0.3,-0.3,0.0,0.0,0.41,1.69,2.1,6.0,4,9,8,21,38,9.1,,10,5,4,4,14,6,3,2,,,,,,,0.1,0.0,0.4,0.5,1.44,1.2,47,31,18,9,58,21,16,5,0.96,0.48
Lucas L.Paquetá,West Ham,MID,5.9,24,1,4.8,3.7,2,0,427,1,13,0,0,0,0,1,0,2,133.6,109.0,75.0,31.9,4.3,0,0.7,4.1,452703,199001,15804,41574,-0.1,0.1,0.0,0.0,1.46,0.31,1.77,7.24,5,10,7,24,41,8.64,,22,9,22,19,44,26,18,13,,,1.0,,1.0,,0.31,0.0,0.07,0.38,1.53,2.74,107,73,63,25,62,24,92,29,1.05,0.21
Adrien Truffert,Bournemouth,DEF,4.5,24,9,4.8,1.5,0,0,450,3,5,0,0,0,0,0,0,4,82.8,92.0,9.0,18.3,6.0,0,1.3,5.3,142424,57458,27316,4607,0.0,0.0,0.0,0.0,0.01,0.38,0.39,3.62,5,8,20,21,28,5.6,,96,44,37,7,256,82,81,23,,,,,,,0.0,0.0,0.08,0.08,0.72,1.0,451,101,16,5,60,27,156,58,1.0,0.6
Jarrod Bowen,West Ham,FWD,7.7,24,9,4.8,6.4,2,0,450,1,13,0,0,0,0,0,0,6,123.8,83.9,135.0,34.3,6.7,0,0.9,3.1,125277,1176766,18791,25202,-0.3,0.3,0.0,0.0,0.67,0.45,1.12,7.75,5,6,7,16,29,5.8,,31,5,44,1,8,4,13,4,,,4.0,,2.0,,0.13,0.0,0.09,0.22,1.55,2.6,19,7,8,2,64,7,60,11,1.0,0.2
Yankuba Minteh,Brighton,MID,5.9,24,9,4.8,1.1,1,1,413,1,6,0,0,0,0,0,0,3,98.2,86.3,146.0,33.1,5.2,0,0.9,4.1,72528,83750,27973,5894,-0.1,0.1,0.0,0.0,1.25,0.75,2.0,6.49,5,8,5,23,36,7.85,,68,22,43,36,6,3,15,10,,,,,,,0.27,0.0,0.16,0.43,1.41,1.31,113,76,39,15,63,25,180,59,1.09,0.22
Fabian Schär,Newcastle,DEF,5.5,23,0,5.8,2.5,0,0,350,3,2,0,0,0,0,0,0,0,80.0,25.0,15.0,12.1,3.8,0,0.7,4.2,143906,182848,131,34432,0.0,0.0,0.0,0.0,0.08,0.07,0.15,1.72,4,4,31,13,35,9.0,Head injury - 25% chance of playing,107,48,183,50,220,61,155,53,,,2.0,,4.0,,0.02,0.0,0.02,0.04,0.44,0.51,136,16,80,34,30,15,115,45,1.03,0.77
Joachim Andersen,Fulham,DEF,4.5,23,4,4.6,3.8,0,0,450,1,5,0,0,0,0,0,0,2,123.2,27.4,29.0,17.9,5.2,1,1.2,5.1,229304,110512,42968,18604,0.0,0.0,0.0,0.0,0.43,0.73,1.16,6.85,5,12,44,17,56,11.2,,32,11,168,42,144,27,84,25,,,,,,,0.09,0.0,0.15,0.24,1.37,1.0,405,79,36,14,66,28,91,37,1.0,0.2
Marcus Tavernier,Bournemouth,MID,5.5,23,3,4.6,1.7,1,0,406,3,5,0,0,0,0,0,0,3,85.0,63.9,93.0,24.3,2.7,1,0.5,4.2,225658,102821,7718,10509,0.0,0.0,0.0,0.0,0.92,0.46,1.38,3.5,5,7,13,24,44,9.75,,89,28,71,52,26,13,43,28,1.0,,1.0,,,,0.2,0.0,0.1,0.3,0.78,1.11,144,89,154,66,67,26,141,49,1.11,0.67
Pedro Pedro Porro,Spurs,DEF,5.6,22,1,4.4,24.5,0,0,428,3,3,0,0,0,0,1,0,0,97.4,140.3,19.0,25.8,3.7,0,0.7,3.9,955514,683268,33821,114074,0.1,-0.1,0.0,0.0,0.11,0.84,0.95,5.97,5,10,24,19,34,7.15,,71,32,9,1,202,49,33,5,1.0,,2.0,,,,0.02,0.0,0.18,0.2,1.26,0.63,128,13,87,37,73,33,14,5,1.05,0.63
Omar Alderete,Sunderland,DEF,4.0,22,4,4.4,1.9,0,1,397,1,4,0,0,0,0,0,0,1,133.8,22.0,42.0,19.8,5.7,0,1.4,5.5,140459,50127,30616,4712,0.0,0.0,0.0,0.0,0.27,0.17,0.44,4.91,4,10,38,21,48,10.88,,21,7,195,54,96,12,69,17,,,,,,,0.06,0.0,0.04,0.1,1.11,0.91,630,165,26,8,69,30,135,53,0.91,0.23
Viktor Gyökeres,Arsenal,FWD,9.0,22,2,4.4,25.3,3,0,396,2,2,0,0,0,0,1,0,2,109.2,46.2,110.0,26.6,3.0,1,0.3,2.4,1238252,1211187,128212,150373,0.0,0.0,0.0,0.0,2.12,0.28,2.4,2.38,5,1,5,9,15,3.41,,47,6,100,10,17,9,27,7,,,,,2.0,,0.48,0.0,0.06,0.54,0.54,0.45,7,3,132,14,74,9,12,4,1.14,0.45
Dean Henderson,Crystal Palace,GKP,5.0,22,1,4.4,8.0,0,0,450,3,2,0,0,0,8,1,0,0,81.2,10.0,0.0,9.0,4.0,0,0.8,4.4,283062,192009,9647,29578,0.0,0.0,0.0,0.0,0.0,0.03,0.03,4.68,5,0,6,31,0,0.0,,102,15,285,3,664,77,203,10,,,,,,,0.0,1.6,0.01,0.01,0.94,0.4,253,11,74,6,72,6,52,9,1.0,0.6
Joe Rodon,Leeds,DEF,4.0,22,2,4.4,4.0,0,0,450,2,7,0,0,0,0,0,0,2,97.8,2.8,4.0,10.5,4.3,0,1.1,5.5,328472,112140,56808,12582,0.0,0.0,0.0,0.0,0.0,0.01,0.01,6.52,5,3,44,10,47,9.4,,69,31,329,115,298,100,176,59,,,,,,,0.0,0.0,0.0,0.0,1.3,1.4,633,167,57,23,70,31,84,34,1.0,0.4
Tyrone Mings,Aston Villa,DEF,4.5,22,4,4.4,1.6,0,0,450,2,5,0,0,0,0,0,0,1,115.4,43.8,25.0,18.5,4.7,0,1.0,4.9,108737,52407,6853,4058,0.0,0.0,0.0,0.0,0.33,0.09,0.42,8.44,5,2,37,15,39,7.8,,41,16,111,25,163,39,77,20,,,,,,,0.07,0.0,0.02,0.09,1.69,1.0,400,77,49,21,71,32,150,56,1.0,0.4
Gabriel Gudmundsson,Leeds,DEF,4.0,21,4,4.2,5.3,0,0,439,2,7,1,0,0,0,1,0,6,83.6,74.1,27.0,18.5,4.3,0,1.1,5.2,448825,158271,42213,12062,0.0,0.0,0.0,0.0,0.17,0.35,0.52,6.49,5,8,27,18,35,7.18,,94,43,58,11,155,33,76,19,,,,,,,0.03,0.0,0.07,0.1,1.33,1.44,643,172,58,24,76,35,66,27,1.03,0.41
